City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Katsuura,JP,2021-04-04 15:31:56,35.1333,140.3,66.2,94,75,9.22
293,Sangmelima,CM,2021-04-04 15:31:57,2.9333,11.9833,90.32,38,100,1.81
294,Spirit River,CA,2021-04-04 15:31:57,55.7833,-118.8361,37.0,74,98,5.75
295,Sorong,ID,2021-04-04 15:30:46,-0.8833,131.25,81.75,80,46,5.75
296,Grand Gaube,MU,2021-04-04 15:31:57,-20.0064,57.6608,82.0,73,3,7.0
297,Sergeyevka,KZ,2021-04-04 15:31:58,53.88,67.4158,33.19,91,100,7.43
298,Ulaanbaatar,MN,2021-04-04 15:31:58,47.9077,106.8832,23.0,68,0,2.24
299,Salalah,OM,2021-04-04 15:30:41,17.0151,54.0924,82.4,78,0,6.91
300,Awbari,LY,2021-04-04 15:31:58,26.5921,12.7805,90.97,6,78,12.82
301,Sigli,ID,2021-04-04 15:31:59,5.3848,95.9609,79.5,83,100,6.08
302,Wajir,KE,2021-04-04 15:27:29,1.7471,40.0573,89.6,58,75,2.3
303,Ratnagiri,IN,2021-04-04 15:31:59,16.9833,73.3,79.84,71,8,7.36
304,Sindor,RU,2021-04-04 15:31:59,62.8629,51.8905,28.74,98,100,2.86
305,Borisoglebskiy,RU,2021-04-04 15:32:00,57.2586,39.1508,41.0,52,0,2.24
306,Ixtapa,MX,2021-04-04 15:31:37,20.7,-105.2,73.4,68,1,6.91
307,Balykshi,KZ,2021-04-04 15:32:00,47.0667,51.8667,50.0,76,40,13.42
308,Aviles,ES,2021-04-04 15:32:00,43.5547,-5.9248,57.99,67,20,12.66
309,Artsyz,UA,2021-04-04 15:32:01,45.9919,29.4182,48.18,68,100,0.74
310,Ust-Kuyga,RU,2021-04-04 15:27:44,70.0167,135.6,-12.57,97,100,5.35
311,Quatre Cocos,MU,2021-04-04 15:31:36,-20.2078,57.7625,82.0,78,20,8.05
312,Zambezi,ZM,2021-04-04 15:32:01,-13.5432,23.1047,74.79,63,33,4.81
313,Zhigansk,RU,2021-04-04 15:32:02,66.7697,123.3711,-22.2,99,52,5.95
314,San Quintin,MX,2021-04-04 15:32:02,30.4833,-115.95,63.39,70,3,10.29
315,Hailar,CN,2021-04-04 15:32:02,49.2,119.7,39.63,44,74,13.62
316,Saldanha,ZA,2021-04-04 15:30:58,-33.0117,17.9442,75.2,60,72,17.27
317,Pevek,RU,2021-04-04 15:32:03,69.7008,170.3133,-15.93,98,94,7.81
318,Moroto,UG,2021-04-04 15:32:03,2.5345,34.6666,71.89,71,99,2.37
319,Gerash,IR,2021-04-04 15:32:03,27.6652,54.1371,72.05,5,38,10.36
320,Honiara,SB,2021-04-04 15:32:03,-9.4333,159.95,78.08,87,75,3.06
321,Deputatskiy,RU,2021-04-04 15:32:04,69.3,139.9,-9.2,99,100,1.3
322,Teya,RU,2021-04-04 15:32:04,60.3778,92.6267,32.76,97,100,5.77
323,Powell River,CA,2021-04-04 15:32:04,49.8496,-124.5361,39.99,81,20,5.75
324,Leningradskiy,RU,2021-04-04 15:32:05,69.3833,178.4167,-3.12,97,100,6.71
325,Xai-Xai,MZ,2021-04-04 15:32:05,-25.0519,33.6442,71.02,68,18,6.13
326,Usinsk,RU,2021-04-04 15:32:05,65.9939,57.5281,17.29,93,32,5.64
327,Mana,GF,2021-04-04 15:32:06,5.6592,-53.7767,81.59,79,97,10.76
328,Buchanan,LR,2021-04-04 15:32:06,5.8808,-10.0467,84.2,84,75,5.75
329,Norman Wells,CA,2021-04-04 15:32:06,65.282,-126.8329,3.2,72,40,5.75
330,Illapel,CL,2021-04-04 15:32:06,-31.6308,-71.1653,75.51,50,96,5.39
331,Port Macquarie,AU,2021-04-04 15:28:30,-31.4333,152.9167,69.8,78,100,4.61
332,Beyneu,KZ,2021-04-04 15:32:07,45.3167,55.2,53.98,58,52,17.34
333,Mayumba,GA,2021-04-04 15:32:07,-3.432,10.6554,81.41,79,91,8.66
334,Machico,PT,2021-04-04 15:32:07,32.7,-16.7667,66.2,59,40,4.61
335,Tucurui,BR,2021-04-04 15:32:08,-3.7661,-49.6725,87.31,63,95,4.34
336,Pizarro,CO,2021-04-04 15:32:08,4.9533,-77.366,83.73,72,98,4.14
337,Padang,ID,2021-04-04 15:32:08,-0.9492,100.3543,75.2,94,20,2.3
338,Cherskiy,RU,2021-04-04 15:32:09,68.75,161.3,-15.36,100,96,2.82
339,Marsh Harbour,BS,2021-04-04 15:32:09,26.5412,-77.0636,67.8,58,93,17.69
340,Samarkand,UZ,2021-04-04 15:32:09,39.6542,66.9597,48.2,87,75,9.22
341,Am Timan,TD,2021-04-04 15:32:09,11.0297,20.2827,101.53,9,51,5.12
342,Pak Phanang,TH,2021-04-04 15:32:10,8.3511,100.202,81.63,77,99,1.34
343,Anadyr,RU,2021-04-04 15:27:23,64.75,177.4833,-13.0,77,20,4.47
344,At-Bashi,KG,2021-04-04 15:32:10,41.1702,75.8106,37.67,53,100,0.22
345,Zaozerne,UA,2021-04-04 15:32:10,45.1582,33.2787,46.0,80,100,12.73
346,Pisco,PE,2021-04-04 15:28:00,-13.7,-76.2167,75.0,83,92,4.61
347,Tuatapere,NZ,2021-04-04 15:32:11,-46.1333,167.6833,57.0,69,42,3.0
348,Cabo San Lucas,MX,2021-04-04 15:28:27,22.8909,-109.9124,80.6,24,1,7.38
349,Catamarca,AR,2021-04-04 15:32:11,-28.4696,-65.7852,82.99,64,14,11.01
350,Itaituba,BR,2021-04-04 15:32:11,-4.2761,-55.9836,84.2,79,40,4.23
351,Papagaios,BR,2021-04-04 15:32:12,-19.4492,-44.7478,82.31,54,76,3.94
352,Meulaboh,ID,2021-04-04 15:30:28,4.1363,96.1285,77.92,86,100,2.3
353,Yokadouma,CM,2021-04-04 15:32:12,3.5167,15.05,88.38,35,100,1.25
354,Labrea,BR,2021-04-04 15:32:12,-7.2586,-64.7981,87.73,62,100,3.4
355,Masallatah,LY,2021-04-04 15:32:13,32.6167,14.0,66.4,60,100,6.96
356,Zhicheng,CN,2021-04-04 15:32:13,30.2956,111.5047,54.0,75,100,5.28
357,Bilma,NE,2021-04-04 15:32:13,18.6853,12.9164,91.04,5,0,5.39
358,Allada,BJ,2021-04-04 15:32:14,6.6655,2.1514,89.6,66,20,14.97
359,Amga,RU,2021-04-04 15:32:14,60.8953,131.9608,-13.47,100,80,1.68
360,Felipe Carrillo Puerto,MX,2021-04-04 15:32:14,19.5833,-88.05,80.38,52,9,7.4
361,Piacabucu,BR,2021-04-04 15:32:15,-10.4056,-36.4344,86.02,61,60,10.56
362,Aleksin,RU,2021-04-04 15:32:15,54.51,37.08,42.8,49,40,6.71
363,Kinkala,CG,2021-04-04 15:32:15,-4.3614,14.7644,93.2,49,40,8.05
364,Dakar,SN,2021-04-04 15:32:14,14.6937,-17.4441,77.0,61,0,13.8
365,Ryazan,RU,2021-04-04 15:32:16,54.6197,39.74,33.12,91,74,7.11
366,Itarema,BR,2021-04-04 15:32:16,-2.9248,-39.9167,85.03,69,100,14.61
367,Irupi,BR,2021-04-04 15:32:16,-20.3453,-41.6411,74.86,69,99,3.85
368,Tagusao,PH,2021-04-04 15:32:17,9.1924,117.8141,80.49,81,94,5.12
369,Boca Do Acre,BR,2021-04-04 15:32:17,-8.7522,-67.3978,85.41,70,80,0.96
370,Guerrero Negro,MX,2021-04-04 15:28:32,27.9769,-114.0611,61.0,80,2,14.05
371,Fort-Shevchenko,KZ,2021-04-04 15:32:17,44.5086,50.263,48.6,80,24,9.78
372,Beidao,CN,2021-04-04 15:32:18,34.5686,105.8933,44.56,92,100,3.53
373,Saint-Joseph,RE,2021-04-04 15:31:38,-21.3667,55.6167,82.4,74,0,8.86
374,Mathbaria,BD,2021-04-04 15:32:18,22.2876,89.9593,79.65,40,88,0.69
375,Svetlogorsk,BY,2021-04-04 15:32:18,52.6333,29.7333,40.89,60,87,7.11
376,Havre-Saint-Pierre,CA,2021-04-04 15:32:19,50.2334,-63.5986,35.6,93,90,12.66
377,Callosa De Segura,ES,2021-04-04 15:32:19,38.125,-0.8782,63.0,62,62,10.0
378,Cap Malheureux,MU,2021-04-04 15:32:19,-19.9842,57.6142,82.0,73,3,7.0
379,Tonder,DK,2021-04-04 15:32:19,54.9331,8.8667,44.01,83,93,5.01
380,Geraldton,AU,2021-04-04 15:32:20,-28.7667,114.6,73.4,83,75,13.8
381,Iraan,US,2021-04-04 15:32:20,30.914,-101.8979,59.0,69,100,4.0
382,Sumbe,AO,2021-04-04 15:32:20,-11.2061,13.8437,80.47,83,99,3.53
383,Ugoofaaru,MV,2021-04-04 15:28:20,5.6667,73.0,84.42,68,72,12.84
384,Kavaratti,IN,2021-04-04 15:28:46,10.5669,72.642,82.92,67,48,14.43
385,Chernyshevskiy,RU,2021-04-04 15:32:21,63.0128,112.4714,-18.96,100,58,4.88
386,Ozernovskiy,RU,2021-04-04 15:32:21,51.5,156.5167,29.01,87,100,25.72
387,Baghdad,IQ,2021-04-04 15:32:21,33.3406,44.4009,77.0,23,0,12.66
388,Balakhninskiy,RU,2021-04-04 15:32:22,58.0106,114.2769,24.75,96,100,5.5
389,Adrar,MR,2021-04-04 15:32:22,20.5022,-10.0711,97.09,11,56,8.93
390,Makubetsu,JP,2021-04-04 15:32:22,45.3714,141.8211,33.35,63,37,7.0
391,Broome,US,2021-04-04 15:31:32,42.2506,-75.833,53.01,46,1,10.36
392,Khani,GE,2021-04-04 15:32:23,41.9563,42.9566,69.8,32,0,6.91
393,Poum,NC,2021-04-04 15:32:23,-20.2333,164.0167,78.93,79,100,23.31
394,Olinda,BR,2021-04-04 15:32:23,-8.0089,-34.8553,82.4,65,40,8.05
395,College,US,2021-04-04 15:32:24,64.8569,-147.8028,33.8,86,90,5.75
396,Renqiu,CN,2021-04-04 15:32:24,38.6989,116.0936,52.45,34,4,7.47
397,Zverinogolovskoye,RU,2021-04-04 15:32:24,54.4586,64.8542,33.87,98,100,9.64
398,Lesnoy,RU,2021-04-04 15:32:25,57.6198,63.0784,34.07,98,100,4.88
399,Maroantsetra,MG,2021-04-04 15:32:25,-15.4333,49.7333,78.78,86,54,5.35
400,Scarborough,GB,2021-04-04 15:30:36,54.2797,-0.4044,57.99,57,77,5.01
401,Visnes,NO,2021-04-04 15:32:25,59.3556,5.2242,44.6,93,75,32.21
402,Kargopol,RU,2021-04-04 15:32:25,61.5071,38.9456,32.32,89,100,10.16
403,Sharan,RU,2021-04-04 15:32:26,54.8167,54.0,32.68,98,100,10.33
404,Birjand,IR,2021-04-04 15:32:26,32.8663,59.2211,57.52,16,0,7.61
405,Coihaique,CL,2021-04-04 15:32:26,-45.5752,-72.0662,57.2,62,75,6.91
406,Faanui,PF,2021-04-04 15:32:27,-16.4833,-151.75,81.1,77,25,8.84
407,Nokaneng,BW,2021-04-04 15:32:27,-19.6667,22.2667,83.91,33,9,5.73
408,Hoquiam,US,2021-04-04 15:32:27,46.9809,-123.8893,45.0,75,90,12.66
409,Ullapool,GB,2021-04-04 15:32:28,57.8987,-5.1604,42.01,48,100,11.01
410,Marawi,PH,2021-04-04 15:32:28,7.9986,124.2928,67.84,94,100,0.72
411,Eisenach,DE,2021-04-04 15:32:28,50.9833,10.3167,51.01,56,28,1.01
412,Salinopolis,BR,2021-04-04 15:27:44,-0.6136,-47.3561,84.13,71,47,11.74
413,Waipawa,NZ,2021-04-04 15:32:29,-41.4122,175.5153,64.99,82,75,21.85
414,Karasjok,NO,2021-04-04 15:32:29,69.4719,25.5112,37.4,60,75,11.5
415,Vilyuysk,RU,2021-04-04 15:32:29,63.7553,121.6247,-17.18,99,99,2.06
416,Yantal,RU,2021-04-04 15:32:30,56.8471,105.2542,22.19,98,85,4.63
417,Kuching,MY,2021-04-04 15:32:30,1.55,110.3333,80.6,89,20,3.44
418,Victoria Point,AU,2021-04-04 15:32:30,-27.5833,153.3,70.0,94,100,1.99
419,Warri,NG,2021-04-04 15:32:31,5.5167,5.75,87.15,57,100,11.74
420,Korla,CN,2021-04-04 15:32:12,41.7597,86.1469,51.96,24,0,11.65
421,Ahuimanu,US,2021-04-04 15:32:31,21.4447,-157.8378,69.8,88,90,18.41
422,Petropavlovsk-Kamchatskiy,RU,2021-04-04 15:32:31,53.0452,158.6483,30.2,80,75,4.47
423,Iralaya,HN,2021-04-04 15:32:32,15.0,-83.2333,75.2,100,90,11.5
424,Chapais,CA,2021-04-04 15:32:32,49.7834,-74.8492,33.8,55,90,2.73
425,Ambilobe,MG,2021-04-04 15:32:32,-13.2,49.05,77.09,88,68,1.74
426,Touros,BR,2021-04-04 15:29:11,-5.1989,-35.4608,86.0,66,40,14.97
427,Muravlenko,RU,2021-04-04 15:32:32,63.7898,74.523,32.27,96,100,15.03
428,Buta,CD,2021-04-04 15:32:33,2.7858,24.73,87.85,44,74,2.93
429,Rabaul,PG,2021-04-04 15:32:33,-4.1967,152.1721,78.46,81,99,3.42
430,Palmer,US,2021-04-04 15:30:41,42.1584,-72.3287,50.0,27,20,4.61
431,Antofagasta,CL,2021-04-04 15:32:18,-23.65,-70.4,73.0,56,0,9.22
432,Boardman,US,2021-04-04 15:32:34,41.0242,-80.6628,57.99,47,19,5.99
433,Katobu,ID,2021-04-04 15:32:34,-4.9408,122.5276,78.33,85,100,5.1
434,Mount Gambier,AU,2021-04-04 15:32:34,-37.8333,140.7667,57.2,72,13,3.44
435,Vanavara,RU,2021-04-04 15:32:34,60.34,102.2797,1.31,99,53,3.29
436,Port Keats,AU,2021-04-04 15:32:35,-14.25,129.55,78.62,78,100,6.31
437,Northam,GB,2021-04-04 15:32:35,51.0333,-4.2167,55.0,76,28,8.01
438,Raga,SS,2021-04-04 15:32:35,8.4596,25.678,94.24,11,49,4.94
439,Colchester,GB,2021-04-04 15:30:11,51.8892,0.9042,59.0,69,19,7.0
440,Mazyr,BY,2021-04-04 15:32:36,52.0495,29.2456,41.68,57,81,9.17
441,Esna,EG,2021-04-04 15:32:36,25.2934,32.554,86.0,15,0,9.22
442,Japura,ID,2021-04-04 15:32:36,-0.3167,102.35,76.39,85,90,3.09
443,Sakakah,SA,2021-04-04 15:32:37,29.9697,40.2064,75.2,9,0,4.79
444,Kabo,CF,2021-04-04 15:32:37,7.6994,18.629,103.08,12,53,7.18
445,Nyagan,RU,2021-04-04 15:32:37,62.1406,65.3936,32.92,97,100,5.53
446,Platteville,US,2021-04-04 15:32:38,42.7342,-90.4785,62.6,55,1,9.22
447,Sur,OM,2021-04-04 15:32:38,22.5667,59.5289,86.4,44,0,7.63
448,Myitkyina,MM,2021-04-04 15:32:38,25.3833,97.4,78.39,22,100,1.41
449,Sobolevo,RU,2021-04-04 15:32:38,54.4299,31.8996,37.17,69,86,7.52
450,Coahuayana,MX,2021-04-04 15:32:39,18.7333,-103.6833,77.0,38,1,3.87
451,Zeya,RU,2021-04-04 15:32:39,53.75,127.2667,12.15,97,72,3.83
452,Lillooet,CA,2021-04-04 15:32:39,50.6856,-121.942,37.4,81,90,4.61
453,Morondava,MG,2021-04-04 15:32:40,-20.2833,44.2833,80.76,74,0,14.41
454,Kulevcha,UA,2021-04-04 15:32:40,46.0303,29.9361,45.99,76,100,4.72
455,Rio Gallegos,AR,2021-04-04 15:32:40,-51.6226,-69.2181,41.0,81,75,9.22
456,Hokitika,NZ,2021-04-04 15:32:40,-42.7167,170.9667,61.84,93,99,4.88
457,Bancasi,PH,2021-04-04 15:32:41,8.9667,125.4667,74.55,90,100,3.02
458,Ancud,CL,2021-04-04 15:32:41,-41.8697,-73.8203,64.99,62,0,3.44
459,Beian,NO,2021-04-04 15:32:41,63.6559,9.5683,41.0,81,75,32.21
460,Shingu,JP,2021-04-04 15:32:42,33.7333,135.9833,62.46,96,100,3.42
461,Baykit,RU,2021-04-04 15:32:42,61.67,96.37,21.63,96,100,3.85
462,Beranang,MY,2021-04-04 15:32:42,2.8733,101.8697,80.6,89,20,1.7
463,Aksu,CN,2021-04-04 15:32:43,41.1231,80.2644,48.94,40,99,7.25
464,Hobyo,SO,2021-04-04 15:32:43,5.3505,48.5268,83.52,66,76,13.73
465,Kununurra,AU,2021-04-04 15:32:43,-15.7667,128.7333,71.6,88,100,2.3
466,Karpathos,GR,2021-04-04 15:32:43,35.507,27.2132,64.4,77,20,13.8
467,Kieta,PG,2021-04-04 15:30:31,-6.2167,155.6333,78.3,82,94,3.71
468,Peniche,PT,2021-04-04 15:32:44,39.3558,-9.3811,68.0,67,0,8.01
469,Formosa,AR,2021-04-04 15:32:44,-26.1775,-58.1781,86.0,62,0,3.44
470,Lovozero,RU,2021-04-04 15:32:45,68.005,35.0117,30.78,93,100,4.92
471,Vrutky,SK,2021-04-04 15:32:45,49.1133,18.9171,42.8,45,75,4.61
472,Ust-Kulom,RU,2021-04-04 15:32:45,61.6864,53.6902,20.93,97,53,3.11
473,Asfi,MA,2021-04-04 15:32:06,32.2994,-9.2372,64.69,68,0,18.52
474,Muroto,JP,2021-04-04 15:32:45,33.2833,134.15,63.46,88,87,10.45
475,Dharchula,IN,2021-04-04 15:32:31,29.85,80.5333,60.39,15,27,8.46
476,Binabalian,PH,2021-04-04 15:32:46,16.4202,119.9279,80.92,79,0,4.29
477,Saint-Paul,RE,2021-04-04 15:32:46,-21.0096,55.2707,82.4,78,0,10.36
478,Salamanca,ES,2021-04-04 15:32:46,40.8333,-6.0,64.0,37,3,1.01
479,Lazo,RU,2021-04-04 15:30:20,43.3817,133.9014,31.5,57,0,4.23
480,La Ronge,CA,2021-04-04 15:32:47,55.1001,-105.2842,35.6,48,100,5.75
481,Okhotsk,RU,2021-04-04 15:31:32,59.3833,143.3,19.2,96,100,2.93
482,Saint-Leu,RE,2021-04-04 15:32:48,-21.15,55.2833,82.4,74,0,3.65
483,Thinadhoo,MV,2021-04-04 15:28:14,0.5333,72.9333,83.8,73,32,15.46
484,Cairns,AU,2021-04-04 15:28:19,-16.9167,145.7667,77.0,83,90,6.91
485,Topolobampo,MX,2021-04-04 15:32:48,25.6,-109.05,60.8,63,1,2.21
486,Yumen,CN,2021-04-04 15:32:48,40.2833,97.2,44.26,42,0,15.26
487,Yerbogachen,RU,2021-04-04 15:32:49,61.2767,108.0108,-11.29,99,59,4.18
488,Iquitos,PE,2021-04-04 15:32:49,-3.7481,-73.2472,78.8,83,75,4.61
489,Kazachinskoye,RU,2021-04-04 15:32:49,57.6953,93.2761,32.54,98,100,2.66
490,Palafrugell,ES,2021-04-04 15:32:49,41.9174,3.1631,64.99,22,56,10.27
491,Verkhnyaya Inta,RU,2021-04-04 15:32:50,65.9811,60.3094,26.8,92,100,5.66
492,Tarauaca,BR,2021-04-04 15:32:50,-8.1614,-70.7656,74.82,94,100,2.44
493,Jalu,LY,2021-04-04 15:32:50,29.0331,21.5482,84.72,7,0,11.39
494,Manitouwadge,CA,2021-04-04 15:32:51,49.1215,-85.8403,42.8,52,90,2.3
495,Luena,AO,2021-04-04 15:32:51,-11.7833,19.9167,78.8,69,40,6.91
496,Zapolyarnyy,RU,2021-04-04 15:32:51,69.4154,30.8136,35.6,80,75,20.71
497,Shuangcheng,CN,2021-04-04 15:32:52,45.35,126.2833,46.0,52,1,6.71
498,Port-Cartier,CA,2021-04-04 15:32:52,50.0334,-66.8654,37.99,47,75,10.36
499,Khandyga,RU,2021-04-04 15:32:52,62.6667,135.6,-26.54,100,32,1.34
500,Zhanakorgan,KZ,2021-04-04 15:32:53,43.9098,67.2495,49.53,70,100,19.39
501,Araouane,ML,2021-04-04 15:32:53,18.9048,-3.5265,100.99,4,3,1.01
502,Bulungu,CD,2021-04-04 15:32:53,-4.55,18.6,81.37,78,61,0.72
503,Bose,IT,2021-04-04 15:32:53,45.4612,8.0137,60.8,36,0,4.61
504,Verkhoyansk,RU,2021-04-04 15:28:36,67.5447,133.385,-14.84,99,99,3.13
505,Trinidad,BO,2021-04-04 15:28:17,-14.8333,-64.9,82.4,74,75,4.61
506,Egvekinot,RU,2021-04-04 15:32:54,66.3167,-179.1667,-10.7,81,98,7.9
507,Mwinilunga,ZM,2021-04-04 15:32:54,-11.7358,24.4293,67.73,88,83,4.45
508,Kahului,US,2021-04-04 15:29:49,20.8947,-156.47,69.8,94,75,11.5
509,Balugaon,IN,2021-04-04 15:32:55,20.1667,85.1,80.58,68,16,3.8
510,Bedford,GB,2021-04-04 15:32:55,52.1346,-0.4663,60.01,47,0,14.97
511,Milas,TR,2021-04-04 15:32:55,37.3164,27.7839,62.6,51,75,12.66
512,Narsaq,GL,2021-04-04 15:32:55,60.9167,-46.05,39.2,93,90,3.44
513,Abha,SA,2021-04-04 15:32:56,18.2164,42.5053,75.2,33,0,13.8
514,Mercedes,AR,2021-04-04 15:32:56,-34.6515,-59.4307,79.0,52,41,5.01
515,Tura,IN,2021-04-04 15:32:35,25.5198,90.2201,73.04,17,90,2.91
516,Yuli,NG,2021-04-04 15:32:56,9.6989,10.2744,102.11,8,91,7.43
517,Tiganasi,RO,2021-04-04 15:32:57,47.3333,27.4667,48.0,59,100,8.01
518,Vila,PT,2021-04-04 15:32:57,42.0304,-8.1588,73.99,39,6,10.0
519,Berlevag,NO,2021-04-04 15:28:27,70.8578,29.0864,33.8,93,75,32.21
520,Yemelyanovo,RU,2021-04-04 15:32:57,56.1681,92.6767,32.0,86,40,2.24
521,Lazaro Cardenas,MX,2021-04-04 15:32:58,17.9583,-102.2,82.76,54,7,2.71
522,Qaqortoq,GL,2021-04-04 15:32:58,60.7167,-46.0333,39.2,93,90,3.44
523,Opuwo,NA,2021-04-04 15:32:58,-18.0607,13.84,84.6,32,7,10.67
524,Falmouth,GB,2021-04-04 15:32:59,50.1544,-5.0711,53.6,58,35,9.22
525,Kampot,KH,2021-04-04 15:32:59,10.6167,104.1833,80.6,94,40,2.3
526,Mocuba,MZ,2021-04-04 15:32:59,-16.8392,36.9856,74.75,80,85,5.14
527,Caravelas,BR,2021-04-04 15:28:55,-17.7125,-39.2481,83.57,60,80,9.78
528,Krasnoselkup,RU,2021-04-04 15:33:00,65.7,82.4667,33.22,98,100,14.03
529,Mount Isa,AU,2021-04-04 15:33:00,-20.7333,139.5,73.4,60,16,6.91
530,Imbituba,BR,2021-04-04 15:31:23,-28.24,-48.6703,78.8,61,40,9.22
531,Nueva Loja,EC,2021-04-04 15:33:00,0.0847,-76.8828,73.4,94,90,4.61
532,Khorixas,NA,2021-04-04 15:33:01,-20.3667,14.9667,90.03,22,1,12.39
533,Kristiansund,NO,2021-04-04 15:33:01,63.1115,7.732,33.8,86,75,24.16
534,West Wendover,US,2021-04-04 15:33:01,40.7391,-114.0733,51.8,37,1,4.61
535,Susanville,US,2021-04-04 15:33:02,40.4163,-120.653,44.6,53,1,3.02
536,Vuktyl,RU,2021-04-04 15:33:02,63.8567,57.3094,26.33,95,100,3.49
537,Alpena,US,2021-04-04 15:33:02,45.0617,-83.4327,51.8,43,1,4.61
538,Saint Marys,US,2021-04-04 15:28:27,30.7305,-81.5465,66.99,48,75,6.91
539,Alappuzha,IN,2021-04-04 15:33:03,9.49,76.3264,81.91,73,65,11.79
540,Mweka,CD,2021-04-04 15:33:03,-4.85,21.5667,71.02,92,99,3.85
541,Aksarka,RU,2021-04-04 15:33:03,66.5606,67.7975,29.5,98,100,7.38
542,Den Helder,NL,2021-04-04 15:31:12,52.9599,4.7593,45.0,76,90,17.27
543,Morro Bay,US,2021-04-04 15:33:04,35.3658,-120.8499,52.0,81,40,3.0
544,Motygino,RU,2021-04-04 15:33:04,58.1831,94.7592,30.88,99,99,3.13
545,Maniitsoq,GL,2021-04-04 15:33:04,65.4167,-52.9,32.09,98,100,32.88
546,Karasuk,RU,2021-04-04 15:33:05,53.7377,78.0403,24.3,94,89,9.89
547,Kiruna,SE,2021-04-04 15:33:05,67.8557,20.2251,35.6,75,75,5.75
548,Rantepao,ID,2021-04-04 15:33:05,-2.9701,119.8978,67.39,95,100,3.53
549,Westport,US,2021-04-04 15:33:06,41.1415,-73.3579,53.01,31,90,3.44
550,Rabo De Peixe,PT,2021-04-04 15:33:06,37.8,-25.5833,59.0,88,75,17.27
551,Linhares,BR,2021-04-04 15:28:09,-19.3911,-40.0722,85.32,51,88,7.16
552,Pingliang,CN,2021-04-04 15:33:06,35.5392,106.6861,41.0,96,100,5.03
553,Byron Bay,AU,2021-04-04 15:33:07,-28.65,153.6167,68.0,94,75,6.91
554,Coquimbo,CL,2021-04-04 15:33:07,-29.9533,-71.3436,62.6,72,90,2.3
555,Constitucion,CL,2021-04-04 15:33:07,-35.3333,-72.4167,63.14,66,28,7.78
556,Dwarka,IN,2021-04-04 15:33:08,22.2394,68.9678,81.01,74,0,12.59
557,Harer,ET,2021-04-04 15:30:12,9.3094,42.1258,70.7,30,25,15.21
558,Svetlyy,RU,2021-04-04 15:29:20,54.675,20.1347,48.2,46,0,15.66
559,Puerto Madero,MX,2021-04-04 15:33:08,14.7208,-92.4215,84.2,70,40,6.17
560,Ubinskoye,RU,2021-04-04 15:33:09,55.3068,79.6802,26.49,98,97,8.9
561,Muzhi,RU,2021-04-04 15:33:09,65.3667,64.6667,31.35,99,100,5.44
562,Maraa,BR,2021-04-04 15:33:09,-1.8333,-65.3667,84.74,76,96,4.52
563,Shieli,KZ,2021-04-04 15:33:10,44.1667,66.75,48.52,74,100,19.37
564,Magomeni,TZ,2021-04-04 15:33:10,-6.8,39.25,84.2,74,20,17.27
565,Terrace,CA,2021-04-04 15:30:57,54.5163,-128.6035,32.0,93,75,3.44
566,Dudinka,RU,2021-04-04 15:33:10,69.4058,86.1778,13.87,94,100,13.89
567,Moron,AR,2021-04-04 15:33:11,-34.6534,-58.6198,79.0,61,4,4.0
568,Ahipara,NZ,2021-04-04 15:33:11,-35.1667,173.1667,58.33,82,20,4.5
569,Keningau,MY,2021-04-04 15:33:11,5.3378,116.1602,84.2,84,20,2.3
570,Dzhebariki-Khaya,RU,2021-04-04 15:33:11,62.2167,135.8,-21.95,99,68,1.41
571,Srednekolymsk,RU,2021-04-04 15:33:12,67.45,153.6833,-13.63,100,55,6.17
572,Jeremoabo,BR,2021-04-04 15:33:12,-10.075,-38.4808,95.45,25,26,10.54
573,Ust-Ilimsk,RU,2021-04-04 15:33:12,58.0006,102.6619,24.93,98,100,1.74
574,Margate,GB,2021-04-04 15:28:46,51.3813,1.3862,55.99,58,39,3.0
575,Krasnoborsk,RU,2021-04-04 15:33:13,61.5598,45.934,29.21,92,83,3.09
576,Luyang,CN,2021-04-04 15:33:13,27.6239,110.0989,49.35,95,100,2.15
